C,Story,Emotion,Val
1e-05,Anxiety,Anxiety,0.25
1e-05,Anxiety,Despair,0.25
1e-05,Anxiety,Irritation,0.25
1e-05,Anxiety,Rage,0.25
1e-05,Despair,Anxiety,0.25
1e-05,Despair,Despair,0.25
1e-05,Despair,Irritation,0.25
1e-05,Despair,Rage,0.25
1e-05,Irritation,Anxiety,0.25
1e-05,Irritation,Despair,0.25
1e-05,Irritation,Irritation,0.25
1e-05,Irritation,Rage,0.25
1e-05,Rage,Anxiety,0.25
1e-05,Rage,Despair,0.25
1e-05,Rage,Irritation,0.25
1e-05,Rage,Rage,0.25
0.03483552840262869,Anxiety,Anxiety,0.35262407079174873
0.03483552840262869,Anxiety,Despair,0.5277754072662172
0.03483552840262869,Anxiety,Irritation,0.11014561510778256
0.03483552840262869,Anxiety,Rage,0.009454906834251374
0.03483552840262869,Despair,Anxiety,3.6347147054299505e-06
0.03483552840262869,Despair,Despair,0.9988896127968027
0.03483552840262869,Despair,Irritation,0.0007985318861684793
0.03483552840262869,Despair,Rage,0.00030822060232335287
0.03483552840262869,Irritation,Anxiety,2.3029508322213726e-08
0.03483552840262869,Irritation,Despair,1.2657205172763693e-08
0.03483552840262869,Irritation,Irritation,0.9999845236022756
0.03483552840262869,Irritation,Rage,1.5440711010761414e-05
0.03483552840262869,Rage,Anxiety,0.0001477040556639972
0.03483552840262869,Rage,Despair,0.006174715194155745
0.03483552840262869,Rage,Irritation,0.01164248087790179
0.03483552840262869,Rage,Rage,0.9820350998722787
0.01655056820861762,Anxiety,Anxiety,0.3781590905251016
0.01655056820861762,Anxiety,Despair,0.502343173308962
0.01655056820861762,Anxiety,Irritation,0.11083479623444492
0.01655056820861762,Anxiety,Rage,0.00866293993149124
0.01655056820861762,Despair,Anxiety,5.647864879249086e-06
0.01655056820861762,Despair,Despair,0.9987137966960615
0.01655056820861762,Despair,Irritation,0.0009691485277359214
0.01655056820861762,Despair,Rage,0.0003114069113233147
0.01655056820861762,Irritation,Anxiety,1.3939005422687149e-08
