C,Story,Emotion,Val
0.0031282263702375355,Boredom,Boredom,0.5410558213612309
0.0031282263702375355,Boredom,Fear,0.00487646652366399
0.0031282263702375355,Boredom,Happiness,0.33566222827294084
0.0031282263702375355,Boredom,Joy,0.021540027652337937
0.0031282263702375355,Boredom,Pride,0.06813177832988328
0.0031282263702375355,Boredom,Sadness,0.008408964365574383
0.0031282263702375355,Boredom,Shame,0.0203247134943683
0.0031282263702375355,Fear,Boredom,0.0018560334521469906
0.0031282263702375355,Fear,Fear,0.42170601111620293
0.0031282263702375355,Fear,Happiness,0.008929933379617628
0.0031282263702375355,Fear,Joy,0.033930980870909316
0.0031282263702375355,Fear,Pride,0.006824473238668611
0.0031282263702375355,Fear,Sadness,0.2990267433731898
0.0031282263702375355,Fear,Shame,0.22772582456926468
0.0031282263702375355,Happiness,Boredom,0.35738638255054733
0.0031282263702375355,Happiness,Fear,0.00429769185281093
0.0031282263702375355,Happiness,Happiness,0.33517701211591255
0.0031282263702375355,Happiness,Joy,0.05674931899406987
0.0031282263702375355,Happiness,Pride,0.2125048502292221
0.0031282263702375355,Happiness,Sadness,0.005871736122821581
0.0031282263702375355,Happiness,Shame,0.02801300813461587
0.0031282263702375355,Joy,Boredom,0.014036656817858251
0.0031282263702375355,Joy,Fear,0.013815297787055333
0.0031282263702375355,Joy,Happiness,0.10444697023168797
0.0031282263702375355,Joy,Joy,0.37318095879171614
0.0031282263702375355,Joy,Pride,0.4262246699529813
0.0031282263702375355,Joy,Sadness,0.00810225731797936
0.0031282263702375355,Joy,Shame,0.06019318910072122
0.0031282263702375355,Pride,Boredom,0.02926315680425496
0.0031282263702375355,Pride,Fear,0.009386862559129508
0.0031282263702375355,Pride,Happiness,0.16865292431521642
0.0031282263702375355,Pride,Joy,0.3152840991394085
0.0031282263702375355,Pride,Pride,0.406967939627529
0.0031282263702375355,Pride,Sadness,0.008270359242339152
0.0031282263702375355,Pride,Shame,0.06217465831212213
0.0031282263702375355,Sadness,Boredom,0.04748472950992908
0.0031282263702375355,Sadness,Fear,0.18153041923248064
0.0031282263702375355,Sadness,Happiness,0.052335104613981824
0.0031282263702375355,Sadness,Joy,0.027111795404226483
0.0031282263702375355,Sadness,Pride,0.08630154044933691
0.0031282263702375355,Sadness,Sadness,0.41584455683501576
0.0031282263702375355,Sadness,Shame,0.18939185395502942
