C,Story,Emotion,Val
0.0012268787527928498,Anxiety,Anxiety,0.3505712743245988
0.0012268787527928498,Anxiety,Despair,0.27191434430589967
0.0012268787527928498,Anxiety,Irritation,0.25515258611372504
0.0012268787527928498,Anxiety,Rage,0.12236179525577655
0.0012268787527928498,Despair,Anxiety,0.31970794837236177
0.0012268787527928498,Despair,Despair,0.30163344395681285
0.0012268787527928498,Despair,Irritation,0.2199085813590239
0.0012268787527928498,Despair,Rage,0.15875002631180166
0.0012268787527928498,Irritation,Anxiety,0.3355076619636073
0.0012268787527928498,Irritation,Despair,0.2614582790166471
0.0012268787527928498,Irritation,Irritation,0.25482462338207157
0.0012268787527928498,Irritation,Rage,0.14820943563767353
0.0012268787527928498,Rage,Anxiety,0.283843416295086
0.0012268787527928498,Rage,Despair,0.2787158451387898
0.0012268787527928498,Rage,Irritation,0.22600394559032183
0.0012268787527928498,Rage,Rage,0.211436792975802
0.001283905470845707,Anxiety,Anxiety,0.28110208481506643
0.001283905470845707,Anxiety,Despair,0.25303355792921606
0.001283905470845707,Anxiety,Irritation,0.2627271048375581
0.001283905470845707,Anxiety,Rage,0.20313725241815916
0.001283905470845707,Despair,Anxiety,0.2453054852986859
0.001283905470845707,Despair,Despair,0.2751707475588206
0.001283905470845707,Despair,Irritation,0.23464428203894142
0.001283905470845707,Despair,Rage,0.244879485103552
0.001283905470845707,Irritation,Anxiety,0.26066957695780635
0.001283905470845707,Irritation,Despair,0.24354932032467166
0.001283905470845707,Irritation,Irritation,0.2600865811240651
0.001283905470845707,Irritation,Rage,0.2356945215934567
0.001283905470845707,Rage,Anxiety,0.21001578913139637
0.001283905470845707,Rage,Despair,0.2568062216594087
0.001283905470845707,Rage,Irritation,0.23725438173194316
0.001283905470845707,Rage,Rage,0.29592360747725194
0.001406281122009333,Anxiety,Anxiety,0.30168791834975417
0.001406281122009333,Anxiety,Despair,0.2584489015532542
0.001406281122009333,Anxiety,Irritation,0.26353962858158203
0.001406281122009333,Anxiety,Rage,0.1763235515154097
0.001406281122009333,Despair,Anxiety,0.2633324750648374
0.001406281122009333,Despair,Despair,0.284838616848678
0.001406281122009333,Despair,Irritation,0.2308118498101118
0.001406281122009333,Despair,Rage,0.2210170582763725
0.001406281122009333,Irritation,Anxiety,0.279879851656321
0.001406281122009333,Irritation,Despair,0.24924436370924827
0.001406281122009333,Irritation,Irritation,0.2605770536013644
0.001406281122009333,Irritation,Rage,0.21029873103306615
0.001406281122009333,Rage,Anxiety,0.22338265584960615
0.001406281122009333,Rage,Despair,0.26410106367640696
0.001406281122009333,Rage,Irritation,0.2350341206612705
0.001406281122009333,Rage,Rage,0.27748215981271646
0.001513788840764238,Anxiety,Anxiety,0.3005359945714544
0.001513788840764238,Anxiety,Despair,0.25383480132191166
0.001513788840764238,Anxiety,Irritation,0.2720045181886067
0.001513788840764238,Anxiety,Rage,0.17362468591802693
0.001513788840764238,Despair,Anxiety,0.24296486150846305
0.001513788840764238,Despair,Despair,0.29030235772927054
0.001513788840764238,Despair,Irritation,0.22499994170045784
0.001513788840764238,Despair,Rage,0.2417328390618087
0.001513788840764238,Irritation,Anxiety,0.26812939295784416
0.001513788840764238,Irritation,Despair,0.2396913477692015
0.001513788840764238,Irritation,Irritation,0.2662880932574926
0.001513788840764238,Irritation,Rage,0.22589116601546186
0.001513788840764238,Rage,Anxiety,0.181217832811037
0.001513788840764238,Rage,Despair,0.26360524869789553
0.001513788840764238,Rage,Irritation,0.22994626132613905
0.001513788840764238,Rage,Rage,0.3252306571649284
0.0013842365004224989,Anxiety,Anxiety,0.2673465089937435
0.0013842365004224989,Anxiety,Despair,0.24674623133301227
0.0013842365004224989,Anxiety,Irritation,0.2627787747688747
0.0013842365004224989,Anxiety,Rage,0.2231284849043692
0.0013842365004224989,Despair,Anxiety,0.22770039345899162
0.0013842365004224989,Despair,Despair,0.26936985195575197
0.0013842365004224989,Despair,Irritation,0.23441163507546017
0.0013842365004224989,Despair,Rage,0.2685181195097964
0.0013842365004224989,Irritation,Anxiety,0.24390926516261893
0.0013842365004224989,Irritation,Despair,0.23722098325709903
0.0013842365004224989,Irritation,Irritation,0.25963820107725494
0.0013842365004224989,Irritation,Rage,0.2592315505030272
0.0013842365004224989,Rage,Anxiety,0.18998137207536694
0.0013842365004224989,Rage,Despair,0.25237946037778924
0.0013842365004224989,Rage,Irritation,0.23524351816863975
0.0013842365004224989,Rage,Rage,0.3223956493782039
0.0013000708029040052,Anxiety,Anxiety,0.2633590253253381
0.0013000708029040052,Anxiety,Despair,0.24659656356713988
0.0013000708029040052,Anxiety,Irritation,0.2611402820685484
0.0013000708029040052,Anxiety,Rage,0.2289041290389737
0.0013000708029040052,Despair,Anxiety,0.2293641844243809
0.0013000708029040052,Despair,Despair,0.26658655491073346
0.0013000708029040052,Despair,Irritation,0.2365354611119887
0.0013000708029040052,Despair,Rage,0.2675137995528967
0.0013000708029040052,Irritation,Anxiety,0.2433001415807856
0.0013000708029040052,Irritation,Despair,0.23829647185980934
0.0013000708029040052,Irritation,Irritation,0.25864762333956814
0.0013000708029040052,Irritation,Rage,0.2597557632198369
0.0013000708029040052,Rage,Anxiety,0.19749779239901144
0.0013000708029040052,Rage,Despair,0.25021184697022414
0.0013000708029040052,Rage,Irritation,0.23823321310976125
0.0013000708029040052,Rage,Rage,0.3140571475210033
0.0014104130100431466,Anxiety,Anxiety,0.2872744242400366
0.0014104130100431466,Anxiety,Despair,0.2538073342067267
0.0014104130100431466,Anxiety,Irritation,0.2657092686111886
0.0014104130100431466,Anxiety,Rage,0.19320897294204786
0.0014104130100431466,Despair,Anxiety,0.24460470901889111
0.0014104130100431466,Despair,Despair,0.278904098013393
0.0014104130100431466,Despair,Irritation,0.23202850146854834
0.0014104130100431466,Despair,Rage,0.24446269149916747
0.0014104130100431466,Irritation,Anxiety,0.2630998100258522
0.0014104130100431466,Irritation,Despair,0.24253391187510664
0.0014104130100431466,Irritation,Irritation,0.2617795386569599
0.0014104130100431466,Irritation,Rage,0.23258673944208122
0.0014104130100431466,Rage,Anxiety,0.20017907048670275
0.0014104130100431466,Rage,Despair,0.2586369578805437
0.0014104130100431466,Rage,Irritation,0.23522580567454535
0.0014104130100431466,Rage,Rage,0.3059581659582083
